-arvoinen	-arvoidnen
válkká	válhkká
válvuđ	válvut
vánášiđ	vánášit
várváđ	várvát
váráduđ	várádut
várás	várás
vástádâs	vástádas
vátávâš	vátávaš
vázzálittiđ	vázzálihttit
vázáldittiđ	vázáldihttit
váá	vá
váádduh	váddut
vááijuvvuotâ	vádjuvvuota
vááimu	váimu
vááimus	váimus
vááimuvuálááš	váimuvoaláš
vááldus	váldus
váánnuđ	vádnut
váárdus	várdus
vâi	vai
vâik	vaik
vädisvuotâ	vádisvuota
väidim	váidin
väidiđ	váidit
väimil	váimil
väivi	váivi
väldi-ištâmsaje	váldi-itamsaji
väldičokkámsaje	váldičohkkámsaji
väldiđ	váldit
vänivuotâ	vánivuota
värdistiđ	várdistit
väri	vári
västideijee	vástidedjei
vättee	váhttei
vätti	váhtti
vävjee	vávjei
vävjiđ	vávjit
väzzilistiđ	vázzilistit
väzziliđ	vázzilit
väzziđ	vázzit
väädis	vádis
vääiviht	váiviht
vääni	váni
väänis	vánis
vääri	vári
väättiđ	váhttit
áhásiđ	áhásit
áhčááttâllâđ	ákčáhttallat
áhšu	áhšu
áiculâš	áiculaš
áigumuš	áigumuš
áiguđ	áigut
áigádâh	áigádat
áigápuátu	áigápoatu
áigáá	áigá
áijuh	ádjut
áimu	áimu
áimudiđ	áimudit
áimumolsoo	áimumolso
áimučavos	áimučavos
áiru	áiru
ájánem	ájánen
ájániđ	ájánit
ájánâddâđ	ájánaddat
ájánâs	ájánas
ájáttâs	ájáhttas
ákku	áhkku
ákkuv	áhkkuv
ákkuváš	áhkkuváš
ákšu	ákšu
áldu	áldu
álduduh	áldudut
álgu	álgu
álššáá	álššá
ánhástuššâđ	ánhástuššat
ánnoo	ádno
ánssu	ánssu
ánsášiđ	ánsášit
ánulâs	ánulas
ánuttiđ	ánuhttit
áná	áná
áppádiđ	áhppádit
áppáá	áhppá
ápálâš	ápálaš
árdukááđus	árdukáđus
árgudiđ	árgudit
árgášiđ	árgášit
árkku	árhkku
árppu	árhppu
árvu-uásus	árvu-oasus
árvulâš	árvulaš
árvunommâ	árvunopma
árvusâš	árvusaš
árvuttem	árvuhtten
árvuttuššâđ	árvuhttuššat
árvuttâššâđ	árvuhttaššat
árvuštellee	árvuitellei
árvuštâllâm	árvuitallan
árvuštâllâđ	árvuitallat
árvádus	árvádus
ávhuttiđ	ávhuhttit
ávhálâš	ávhálaš
ávhástâllâđ	ávhástallat
ávhâstâllâđ	ávhastallat
ávjukyeddee	ávjukuoddei
ávjuđ	ávjut
ávládiđ	ávládit
ávskár	ávskár
ávudiđ	ávudit
ávus	ávus
ávuskyeimi	ávuskuoimi
ávusmielâlâš	ávusmielalaš
ávustiđ	ávustit
ávutuáluh	ávutoalut
ááhuš	áhuš
ááijuv	ádjuv
áálááš	áláš
áámmátškovlâ	ápmátikovla
áánnuđ	ádnut
ááru	áru
áávus	ávus
áŋkkár	áŋhkkár
áštáluhčâđ	áitálukčat
áštášiđ	áitášit
ášálâš	ášálaš
ášáskuttiđ	ášáskuhttit
ášásteijee	ášástedjei
áššu	áššu
äggee	ággei
äggil	ággil
ähtiđ	áhtit
äigi	áigi
äigipaje	áigipaji
äigitavlu	áigitavlu
äigiájánâs	áigiájánas
äigiääji	áigeaáji
äijih	ádjit
äijihtävgi	ádjihtávgi
äimi	áimi
äimijieŋâ	áimdjieŋa
äiminjune	áimidnjuni
äimišalme	áimišalbmi
äiniväldi	áidniváldi
äitti	áihtti
äiđiuksâ	áiđiuksa
äjittiđ	ájihttit
äksioon	áksion
älgiđ	álgit
älkkee	álhkkei
älššidiđ	álššidit
äpittem	ápihtten
äpittuđ	ápihttut
äpituhtuu	ápituhtu
äppi	áhppi
ärbi	árbi
ärbisääni	árbisáni
ärgi	árgi
ärttig	árhttit
ärvidiđ	árvidit
ässee	ássei
ässeeloho	ássealoho
ävkki	ávhkki
ävttiđ	ávhttit
ävđee	ávđei
ävđin	ávđidn
ävži	ávži
ääbir	ábir
ääigikolo	áigikolo
ääigild	áigilt
ääigiájánâs	áigiájánas
ääigiääji	áigeaáji
ääijiđ	ádjit
ääinig	áidnit
ääiđis	áiđis
ääji	áji
ääldis	áldis
ääli	áli
äämmil	ápmil
äänhis	ánhis
ääpih	ápit
äätis	átis
äävild	ávilt
ääččiv	áhččiv
ääši kirjálâs čielgim	áši kirjálas čielgin
äčiváš	áčiváš
äŋgir	áŋgir
äŋgiruššâđ	áŋgiruššat
äŋgirâššâđ	áŋgiraššat
äšittem	ášihtten
äštim	áitin
äštiđ	áitit
äšši	ášši
äššigâs	áššigas
äššikirje	áššikirji
čaacciđ	čáhccit
čaacâ	čáca
čaahâđ	čáhat
čaaitâlm	čáitalbn
čaaitâlmuási	čáitalbmoasi
čaalgâhvyesi	čálgahvuosi
čaalluđ	čállut
čaalâ	čála
čaavdes	čávdes
čabbin	čabbidn
čahhiđ	čahhit
čaittâleijee	čaihttaledjei
čaittâlem	čaihttalen
čaittâlemlyevi	čaihttalemluovi
čaittâlemsaje	čaihttalemsaji
čaittâliđ	čaihttalit
čaittâluhčâm	čaihttalukčan
čaitâlmâs	čaitalbmas
čaitâččem	čaitahččen
čalgettiđ	čalgehttit
čalgâđ	čalgat
čalmadiđ	čalbmadit
čalmastuđ	čalbmastut
čalme	čalbmi
čalmekollááš	čalbmekolláš
čalmekulme	čalbmekulbmi
čalmettem	čalbmehtten
čalmettesvuotâ	čalbmehttesvuota
čalmeuási	čalbmeoasi
čalmevárdái	čalbmevárdái
čaraniđ	čaranit
čarviistiđ	čarvistit
čarviistâllâđ	čarvistallat
čarviittiđ	čarvihttit
čarviittoh	čarvihttot
čarviđ	čarvit
časkaldâh	časkaldat
časkastuh	časkastut
časkattoh	časkahttot
časkel	časkel
časkeliđ	časkelit
časkes	časkes
časkestiđ	časkestit
časkettiđ	časkehttit
časkeđ	časket
časkâdiđ	časkadit
časkâttiđ	časkadtit
čavos	čavos
čađadâs	čađadas
čee	čei
čeeci	čeaci
čeeppiht	čeahppiht
čeergâ	čearga
čeerrih	čearrit
čeksâ	čeksa
čepibiššááht	čepibiššáht
čeppi	čehppi
čeppivuotâ	čehppivuota
čerediđ	čeredit
čergiittiđ	čergihttit
čergiđ	čergit
čergâ	čerga
čergâdiđ	čergadit
čergâmuotâ	čergamuota
čergâstiđ	čergastit
čergâsčalme	čergasčalbmi
čergâđ	čergat
čerrihkyeli	čerrihguoli
čevelijne	čeveldjni
čevenävdi	čevenávdi
čevni	čevdni
čevârdiđ	čevardit
čevđi	čevđi
čevžisuonâ	čevžisuona
čibástâllâđ	čibástallat
čiehhuđ	čiehhut
čiehâ	čieha
čiehâkappeer	čiehagahppear
čiehâliđ	čiehalit
čiehâđ	čiehat
čiehčâsiđ	čiekčasit
čiehčâđ	čiekčat
čielgi	čielgi
čielgiittâs	čielgihttas
čielgiđ	čielgit
čielgâdiđ	čielgadit
čielgâdâs	čielgadas
čielgâs	čielgas
čielgâsmittiđ	čielgasmihttit
čielgâđ	čielgat
čiermih	čierbmit
čiermihât	čierbmihat
čierri	čierri
čierrih	čierrit
čierâstiđ	čierastit
čierâstâllâđ	čierastallat
čieskâs	čieskas
čieskâđ	čieskat
čievâdiđ	čievadit
čievârdiđ	čievardit
čievâstiđ	čievastit
čievčâstâttâđ	čievčastadtat
čievčâttâllâđ	čievčadtallat
čievčâttâttâđ	čievčadtadtat
čieŋâl	čieŋal
čihtuđ	čihtut
čihtâmkiäpu	čihtamgeapu
čihtâđ	čihtat
čiimâs	čimas
čikâlâs	čikalas
čimmâ	čipma
činehumtavdâ	čidnehumdavda
činehuđ	čidnehut
čipteđ	čiktet
čirgottâs	čirgohttas
čirgođ	čirgot
čirgáđ	čirgát
čivgâ	čivga
čivgâđ	čivgat
čivroduđ	čivrodut
čivtâttiđ	čivtadtit
čiähádettee	čeahádehttei
čiähádâttâđ	čeahádadtat
čiähániđ	čeahánit
čiäkkáriđ	čeahkkárit
čiäppudâh	čeahppudat
čiäppuđ	čeahpput
čiäpášiđ	čeapášit
čiärguđ	čeargut
čiärgádâh	čeargádat
čiärrum	čearrun
čiärruđ	čearrut
čiärsáđ	čearsát
čiärustiđ	čearustit
čiärádiđ	čearádit
čiäráidittiđ	čearáidihttit
čiäráttâs	čearáhttas
čiäskuh	čeaskut
čiäskáđ	čeaskát
čiävláá	čeavlá
čiävus	čeavus
čiävvuđ	čeavvut
čiävđáá	čeavđá
čiččii	čihčči
čiččâm	čihččan
čiččâmâs	čihččamas
čiđđâ	čiđđa
čiŋâdâttâđ	čiŋadadtat
čiŋâttiđ	čiŋadtit
čiŋâttâllâđ	čiŋadtallat
čiŋŋuustiđ	čiŋŋustit
čiŋŋâ	čiŋŋa
čiže-	čiže-
čižet	čižet
čižetpeeli	čižetpeali
čižetpel	čižetpel
čižetpeln	čižetpeln
čohhoo	čohho
čohčuv	čokčuv
čohčâ	čokča
čohčâluđ	čokčalut
čokke	čohkki
čokkáástâllâđ	čohkkástallat
čokkááttiđ	čohkkáhttit
čokkáđ	čohkkát
čokkâniđ	čohkkanit
čokottâllâđ	čokohttallat
čokánistiđ	čokánistit
čokániđ	čokánit
čolgâm	čolgan
čolgâttiđ	čolgadtit
čolgâđ	čolgat
čolliistiđ	čollistit
čolliđ	čollit
čolmâsčevđi	čolbmasčevđi
čolásiđ	čolásit
čommoođ	čopmot
čonnuđ	čodnut
čonâdâttâđ	čonadadtat
čonâsiđ	čonasit
čonâstoh	čonastot
čonâstâh	čonastat
čonâttâttâđ	čonadtadtat
čoolmâs	čolbmas
čoolmâsčevđi	čolbmasčevđi
čoonnâđ	čodnat
čoonâm	čonan
čoonâs	čonas
čoorooh	čorot
čoovgâs	čovgas
čoovâr	čovar
čoovâs	čovas
čoođag-	čođag-
čoođâ	čođa
čoođâ-čoođâ	čođa-čođa
čoođâčoolmâg	čođačolbmat
čorohâš	čorohaš
čorostâllâđ	čorostallat
čoskuđ	čoskut
čovduđ	čovdut
čovdâliđ	čovdalit
čovdâšuđ	čovdašut
čovgiistiđ	čovgistit
čovgiđ	čovgit
čovguđ	čovgut
čovgâd	čovgat
čovgâliđ	čovgalit
čovgâsiđ	čovgasit
čovgâđ	čovgat
čovádiđ	čovádit
čođo	čođo
čođâvaaibâs	čođaváibas
čudâvahe	čudavahi
čuhâlis	čuhalis
čuhânjune	čuhanjuni
čuhčâdum	čukčadun
čuine	čuidni
čuiniđ	čuidnit
čuináđ	čuidnát
čujos	čujos
čujottiđ	čujohttit
čujottâs	čujohttas
čukke	čuhkki
čulliđ	čullit
čunžáá	čunžá
čuoccâđ	čuohccat
čuoggiistiđ	čuoggistit
čuoggiistâh	čuoggistat
čuoggiđ	čuoggit
čuohâmâš	čuohamaš
čuoigâdiđ	čuoigadit
čuoigâlittiđ	čuoigalihttit
čuoigâliđ	čuoigalit
čuoigâm	čuoigan
čuoigâmkišto	čuoigamgito
čuoigâmsaaveeh	čuoigamsáveat
čuoigâmsijvo	čuoigamsdjvo
čuoigâmsuábbi	čuoigamsoabbi
čuoigâstâllâđ	čuoigastallat
čuoigâtteijee	čuoigadtedjei
čuoigâttiđ	čuoigadtit
čuoigâđ	čuoigat
čuoijâm	čuodjan
čuoijâđ	čuodjat
čuoivâg	čuoivat
čuoivâš	čuoivaš
čuojâldittiđ	čuojaldihttit
čuojân	čuojan
čuojânâs	čuojanas
čuojâtteijee	čuojadtedjei
čuojâttiđ	čuojadtit
čuojâttuđ	čuojadtut
čuolduđ	čuoldut
čuoldâ	čuolda
čuoldâsmuorâ	čuoldasmuora
čuoldâssuábbi	čuoldassoabbi
čuoldâstiđ	čuoldastit
čuollâđ	čuollat
čuolmuđ	čuolbmut
čuolmâ	čuolbma
čuolmâdiđ	čuolbmadit
čuolmâduđ	čuolbmadut
čuolmâđ	čuolbmat
čuolâdiđ	čuoladit
čuolâdâttâđ	čuoladadtat
čuolâliđ	čuolalit
čuolâstiđ	čuolastit
čuolâttiđ	čuoladtit
čuolâttuh	čuoladtut
čuolâttâttâđ	čuoladtadtat
čuommiđ	čuopmit
čuomâ	čuoma
čuomâstittiđ	čuomastihttit
čuomâstiđ	čuomastit
čuoppâđ	čuohppat
čuopâttiđ	čuopadtit
čuopâttâh	čuopadtat
čuopâttâs	čuopadtas
čuorgiittâh	čuorgihttat
čuorgiđ	čuorgit
čuormâs	čuorbmas
čuormâstiđ	čuorbmastit
čuormâsčalme	čuorbmasčalbmi
čuorviđ	čuorvit
čuorvâkävppi	čuorvagávhppi
čuottii	čuohtti
čuovjiskiällurääsi	čuovjiskeallurási
čuovjisrääsi	čuovjisrási
čuovjâd	čuovjat
čuovviđ	čuovvit
čuovvâd	čuovvat
čuovvâdvuotâ	čuovvadvuota
čuovvâdâs	čuovvadas
čuovvâl	čuovval
čuovvâđ	čuovvat
čuovâdâs	čuovadas
čuovâniđ	čuovanit
čuovâstuđ	čuovastut
čuovâttiđ	čuovadtit
čuođâlm	čuođalbn
čuoškâ	čuoika
čuoškânjune	čuoikanjuni
čuožâ	čuoža
čuožâstittiđ	čuožastihttit
čuožâstiđ	čuožastit
čuožžiittiđ	čuožžihttit
čuožžâmeh	čuožžamet
čuppáđ	čuhppát
čuppâ	čuhppa
čurgiistiđ	čurgistit
čurgiistâttâđ	čurgistadtat
čurgiđ	čurgit
čurgâ	čurga
čurgâd	čurgat
čurmâ	čurbma
čurmâdiđ	čurbmadit
čurmâdâttâđ	čurbmadadtat
čurmâttâttâđ	čurbmadtadtat
čurmâđ	čurbmat
čurtte	čurhtti
čurttiđ	čurhttit
čurttoliđ	čurhttolit
čurttáđ	čurhttát
čurvolâs	čurvolas
čurvođ	čurvot
čuudâ	čuda
čuuhâl	čuhal
čuumâl	čumal
čuuskâš	čuskaš
čuuvtij	čuvtdj
čuuvtijsiähá	čuvtdjseahá
čuuvâs	čuvas
čuvâgiđ	čuvagit
čuvđe	čuvđi
čuággiđ	čoaggit
čuágguđ	čoaggut
čuággálm	čoaggálbn
čuágudiđ	čoagudit
čuágudâttâđ	čoagudadtat
čuáguttâttâđ	čoaguhttadtat
čuágástuh	čoagástut
čuáhtuđ	čoahtut
čuáimuđ	čoaimut
čuájá	čoajá
čuákkim	čoahkkin
čuákkuđ	čoahkkut
čuákán	čoakán
čuálguh	čoalgut
čuálgui	čoalgui
čuáli	čoali
čuálittem	čoalihtten
čuálittuđ	čoalihttut
čuálluđ	čoallut
čuálmi	čoalbmi
čuámmi	čoapmi
čuámmikietâ	čoapmikieta
čuámmikozzâ	čoapmikozza
čuámáttâslyepi	čoamáhttasluopi
čuámáttâsnuurâs	čoamáhttasnuras
čuámáttâstähti	čoamáhttastáhti
čuánjá	čoanjá
čuápčis	čoapčis
čuárbudiđ	čoarbudit
čuárbuđ	čoarbut
čuárbášiđ	čoarbášit
čuárgu-	čoargu-
čuárgudiđ	čoargudit
čuáruš	čoaruš
čuárvi	čoarvi
čuárvikiäpu	čoarvikeapu
čuárvittuđ	čoarvihttut
čuárvum	čoarvun
čuárvus	čoarvus
čuárvuttiđ	čoarvuhttit
čuárvuđ	čoarvut
čuárvuđâttâđ	čoarvuđadtat
čuásis	čoasis
čuáskidiđ	čoaskidit
čuáskim	čoaskin
čuáskis	čoaskis
čuáskudâttâđ	čoaskudadtat
čuáskuđ	čoaskut
čuáskáttistiđ	čoaskáhttistit
čuáskáttiđ	čoaskáhttit
čuássid	čoassit
čuávdiliđ	čoavdilit
čuávdiđ	čoavdit
čuávdus	čoavdus
čuávdásiđ	čoavdásit
čuávgádâh	čoavgádat
čuávji	čoavji
čuávji-	čoavji-
čuávjih	čoavjit
čuávjikussâ	čoavjikussa
čuávjimuorâ	čoavjimuora
čuávjinissoon	čoavjidnisson
čuávjinjomâttuh	čoavjidnjomadtut
čuávjipuálttâs	čoavjipoalhttas
čuávjist	čoavjist
čuávjitavdâ	čoavjitavda
čuávjitoppiittoh	čoavjitohppihttot
čuávjittem	čoavjihtten
čuávjittuđ	čoavjihttut
čuávjudiđ	čoavjudit
čuávjáá	čoavjá
čuávjáđ	čoavját
čuávudeijee	čoavudedjei
čuávudiđ	čoavudit
čuávuliđ	čoavulit
čuávulâs	čoavulas
čuávuttiđ	čoavuhttit
čuávuvâš	čoavuvaš
čuávvoo	čoavvo
čuávvuđ	čoavvut
čuáđgi	čoađgi
čuáŋá	čoaŋá
čuážžuliđ	čoažžulit
čuážžumcagge	čoažžumcaggi
čuážžuđ	čoažžut
čučârdiđ	čučardit
čuđđâ	čuđđa
čyecciđ	čuohccit
čyegis	čuogis
čyehi	čuohi
čyeigee	čuoigei
čyeijil	čuodjil
čyeldim	čuoldin
čyeldimkiäpu	čuoldimgeapu
čyeldimvuálááš	čuoldimvoaláš
čyeldiđ	čuoldit
čyemenjâs	čuomenjas
čyerbi	čuorbi
čyerbidiđ	čuorbidit
čyeti	čuoti
čyetikielâ	čuotikiela
čyevittiđ	čuovihttit
čyevtib	čuovtit
čyeđes	čuođes
čyeŋjiluđ	čuoŋjilut
čyežittiđ	čuožihttit
čyežžiliđ	čuožžilit
čácáduđ	čácádut
čáhálig	čáhálit
čáhániđ	čáhánit
čáitáldâh	čáitáldat
čájádiđ	čájádit
čájánâs	čájánas
čájáttellee	čájáhttellei
čájáttâllâđ	čájáhttallat
čálástâh	čálástat
čáláttâs	čáláhttas
čárvudiđ	čárvudit
čárvuđ	čárvut
čááccuđ	čáhccut
čááitus	čáitus
čáálus	čálus
čášnáá	čášná
čäci-	čáci-
čäcijeggi	čácdjeggi
čäcijorree	čácdjorrei
čäcijoto	čácdjoto
čäcikoble	čácikobli
čäcikupâlâs	čácikupalas
čäcileibi	čácileibi
čäciláhháá	čáciláhhá
čäciláá	čácilá
čäcinjaddeđ	čácidnjaddet
čäciollee	čáciollei
čäciruáhu	čáciroahu
čäcitulve	čácitulvi
čäcivätti	čáciváhtti
čäcišuáláttâh	čácišoaláhttat
čäittim	čáihttin
čäittiđ	čáihttit
čälistiđ	čálistit
čälittiđ	čálihttit
čällee	čállei
čäsuáivi	čásoaivi
čääci	čáci
čäällim	čállin
čäälliđ	čállit
čääsiacceem	čásiahccean
čääsiravgâ	čásiravga
čäšni	čášni
šaali	šáli
šaalu	šálu
šaammâđ	šápmat
šaarrân	šárran
šaavvân	šávvan
šaavvâđ	šávvat
šaavâ	šáva
šaddee	šaddei
šaddo	šaddo
šahe	šahi
šalde	šaldi
šaldođ	šaldot
šalligâššâđ	šalligaššat
šallišiđ	šallišit
šalmaa	šalbmá
šalme	šalbmi
šapšâ	šapša
šargâliđ	šargalit
šarijdiđ	šardjdit
šavgâliđ	šavgalit
šavgârdiđ	šavgardit
šavijdiđ	šavdjdit
še	ši
šeellâd	šeallat
šeigi	šeigi
šelgâd	šelgat
šelgâsmittiđ	šelgasmihttit
šelgâsmittuđ	šelgasmihttut
šelgâsvuotâ	šelgasvuota
šeris-	šeris-
šeštee	šeitei
šielâ	šiela
šiervi	šiervi
šiettuht	šiehttuht
šiettuu	šiehttu
šiettuustâllâđ	šiehttustallat
šiettâdiđ	šiehttadit
šiettâl	šiehttal
šiettâđ	šiehttat
šietâdâttâđ	šietadadtat
šiev	šiev
šievnáál	šievdnál
šievtátulâš	šievtátulaš
šievšoŋŋâ	šievšoŋŋa
šieđâluđ	šieđalut
šiggođ	šiggot
šiiveet	šiveat
šiiŋâs	šiŋas
šiljo	šiljo
šipšâđ	šipšat
šiälgudiđ	šealgudit
šiälguh	šealgut
šiälgus	šealgus
šiälguđ	šealgut
šiälgásmittiđ	šealgásmihttit
šiälgáđ	šealgát
šiälluđ	šeallut
šiälláđ	šeallát
šiälmuđ	šealbmut
šiälmá	šealbmá
šiämáttiđ	šeamáhttit
šiärráđ	šearrát
šiärádâh	šearádat
šiätkuđ	šeatgut
šiätudiđ	šeatudit
šiäđudiđ	šeađudit
šiäđust	šeađust
šiäštulâš	šeaitulaš
šiäštálâs	šeaitálas
škaŋkkeđ	ikaŋhkket
škiŋijdiđ	ikiŋdjdit
škovliđ	ikovlit
škovos	ikovos
škuljiđ	ikuljit
škurijdiđ	ikurdjdit
škurnođ	ikurnot
škurnádiđ	ikurnádit
škuráhittiđ	ikuráhihttit
škuráidittiđ	ikuráidihttit
škuálmi-	ikoalbmi-
škuáŋkkinjune	ikoaŋhkkidnjuni
škuáŋkkuđ	ikoaŋhkkut
šlaadâr	šládar
šlaajâ	šlája
šlaamâ	šláma
šlaaviittâllâđ	šlávihttallat
šladârdiđ	šladardit
šlahtiđ	šlahtit
šlajâttâllâđ	šlajadtallat
šlamâdiđ	šlamadit
šlarvâ	šlarva
šlarvâdiđ	šlarvadit
šlebbiđ	šlebbit
šliedâs	šliedas
šlijppiđ	šldjhppit
šlijve	šldjvi
šliráhuttiđ	šliráhuhttit
šlivgiđ	šlivgit
šlivgođ	šlivgot
šliämmuđ	šleapmut
šliämu	šleamu
šliäđmuđ	šleađmut
šlobârdiđ	šlobardit
šloggođ	šloggot
šloggâđ	šloggat
šlokkođ	šlohkkot
šlooviđ	šlovit
šlotureh	šloturet
šloŋkkeđ	šloŋhkket
šlumppâ	šlumhppa
šlunde	šlundi
šluogâstiđ	šluogastit
šluvgeđ	šluvget
šluákkiđ	šloahkkit
šluŋkkepelji	šluŋhkkepelji
šláhtár	šláhtár
šnikkáruššâđ	šnihkkáruššat
šnukkáristiđ	šnuhkkáristit
šnukármistiđ	šnukárbmistit
šnurroođ	šnurrot
šnyekki	šnuohkki
šnárkkuđ	šnárhkkut
šnäkkil	šnáhkkil
šnärkki	šnárhkki
šnärkkiluđ	šnárhkkilut
šoddiš	šoddiš
šoddâdemčääci	šoddademčáci
šoddâdiđ	šoddadit
šoddâlâs	šoddalas
šoddâđ	šoddat
šodâlmâs	šodalbmas
šohhoođ	šohhot
šohâniđ	šohanit
šohânâs	šohanas
šolbiđ	šolbit
šolkkâ	šolhkka
šolliđ	šollit
šolmâštiđ	šolbmaitit
šomer	šomer
šommeer	šopmear
šoohâd	šohat
šoohâdvuotâ	šohadvuota
šoollâđ	šollat
šoomeer	šomear
šordeäimi	šordeáimi
šovkkel	šovhkkel
šovkkâd	šovhkkat
šovâttiđ	šovadtit
šoŋŋâ	šoŋŋa
šoŋŋâheivi	šoŋŋaheivi
špuáhuttiđ	špoahuhttit
špuákkárittiđ	špoahkkárihttit
špuákkááttiđ	špoahkkáhttit
špuákkáđ	špoahkkát
šuimâđ	šuimat
šumpârdiđ	šumpardit
šuoŋâ	šuoŋa
šuoŋŋâm	šuoŋŋan
šuoŋŋâđ	šuoŋŋat
šuuvvâđ	šuvvat
šuuđđân	šuđđan
šuvijdiđ	šuvdjdit
šuvvâ	šuvva
šuáhkádiđ	šoahgádit
šuáhkádâs	šoahgádas
šuáhkánjâs	šoahgánjas
šuáláttâh	šoaláhttat
šuáláđ	šoalát
šuámbistiđ	šoambistit
šuármu	šoarbmu
šuávváđ	šoavvát
šuđijdiđ	šuđdjdit
šyehkistiđ	šuohgistit
šyeiji	šuodji
šávduliđ	šávdulit
šávduđ	šávdut
šávguđ	šávgut
šávgáđ	šávgát
šávkkárittiđ	šávhkkárihttit
šááráđ	šárát
šááváđ	šávát
šât	šat
šämittiđ	šámihttit
šävittiđ	šávihttit
šävkki	šávhkki
