-aikainen	-áigásâš
puuro	suohâd
puuseppä	muorâčeppi
puuskuttaa	šohhoođ
puusto	muorâdâh
puutarha	muorâkärdi
puutarhuri	muorâkárdár
puute	niukkuus
puuteollisuus	muorâráhtálâšvuotâ
puuteri	puuter
puuteroida	puuteristiđ
puutiainen	muorâtikke
puuton	muorâttem
puutostauti	vänitavdâ
puutteellinen	vááijuvlâš
puutteellisuus	vááijuvvuotâ
puuvarsi	muorâverdi
puuvartinen	muorâviärdásâš
puuvati	kuállá
puuvilla	pumbul
puuämpäri	eebir
pyhiinvaeltaja	possijdvajâldeijee
pyhittää	pasottiđ
pyhyys	pasevuotâ
pyhä	adj.
pyhäinjäännös	pasepasâttâs
pyhäinpäivä	posijpeivi
pyhäkoulu	paseškovlâ
pyhäpäivä	pase
pykälys	pygálys
pykälä	m.
pykäpisto	tijlâčuoggiistâh
pyllistellä	čurttođ
pyllistää	čurttáđ
pylly	čurtte
pylväikkö	päcisviste
pylväs	stuálppu
pyramidi	pyramiid
pyristellä	kiemurrella
pyrkimys	viggâmuš
pyrkiä	tekemään
pyrstö	kalan
pyrstöevä	peeccihvepsi
pyrstölehdykkä	peeccihloostâš
pyrstösulka	skuáččur
pyrstötähti	pođâštäsni
pyry	purgâ
pyryttää	purgâđ
pyssy	pisso
pyssyansa	pájáttâh
pyssymies	pissoalmai
pyssynkulu	tolkker
pyssyrassi	läättin
pysty	ciägus
pystyssä	asennosta
pystysuora	ciägu-
pystysuorassa	ciäggud
pystyttää	m.
pystyvä	etevä
pystyä	áppádiđ
pysytellä	pisottâllâđ
pysyttäytyä	anattâttâđ
pysyvyys	stäđisvuotâ
pysyvä	pisovâš
pysyä	pissoođ
pysähtyä	pisániđ
pysäkki	orostâh
pysäköidä	sajostittiđ
pysäyttää	orostittiđ
pyydellä	hastâččiđ
pyydys	piivdus
pyydystää	metsästää
pyyhe	siholdâh
pyyhkiä	sikkođ
pyyhkäistä	sihostiđ
pyyhkäisykuvaus	sihostemkuvvim
pyykinkuivausteline	posâldâhkuškâdemsteellig
pyykki	posâldâh
pyykkikone	posâlâhčâmmaašin
pyykkipoika	pivtâscápcum
pyykkipulveri	posâlâhčâmpulver
pyykätä	posâlâddâđ
pyynti	pivdo
pyyntikotus	čillâ
pyyntö	táttum
pyytäjä	pivdee
pyytää	anoa
pyökki	pyekki
pyöreä	juurbâs
pyöristyä	jurbâsmiđ
pyöristää	jurbâsmittiđ
pyöritellä	jurâttâllâđ
pyörittää	jurâttiđ
pyörivä	jorree
pyöriä	juurrâđ
pyörre	joráduh
pyörremyrsky	jorreestormâ
pyörretuuli	jorreepieggâ
pyörryttää	kiesâččiđ
pyörrytys	uáivijorgáldâh
pyörtyillä	jámálgâddâđ
pyörtyminen	jámálgim
pyörtyä	jámálgiđ
pyörä	jorree
pyörähdellä	jorgáttâllâđ
pyöräily	pyerástâllâm
pyörätuoli	rätisstovli
pyörösaha	sirkkel
pähkinä	pähkin
päihde	uáivádittee
päihdehuolto	uáiváditteehuolâttâs
päihtymys	uáivistvuotâ
päihtynyt	uáivist
päihtyä	uáiváduđ
päin	jtenk
päinvastainen	jorgo-
päinvastoin	nubijkulij
päivettyä	piäiváduđ
päivettää	piäiváduttiđ
päivitellä	puáimálâstâllâđ
päivittäinen	piäiválâš
päivystys	kocceem
päivä	peivi
päivähoito	peivitipšom
päiväkirja	peivikirje
päiväkoti	peivikiäčču
päivällinen	eehidpurrâmâš
päivämäärä	peivimeeri
päivänkorento	njävli
päivänpaiste	piäivádâh
päivänseisaus	ääigijorgáldâh
päiväntasaaja	peeivitäsideijee
päivätaaleri	peivitaalâ
päiväuni	peivinaver
päiväys	peivim
pälpättää	páláttistiđ
pälvi	pievlâ
pälyillä	skircettiđ
päre	perrâdâh
päreaines	skijđee
päristää	turáidittiđ
pärjäillä	piergiittâllâđ
pärjätä	piergiđ
pärskiminen	russoom
pärskiä	russoođ
pärskyttää	tiškođ
pärskähtää	rusádiđ
pärskäyttää	rusádiđ
pärstä	muátu
pässi	vierccâ
pätemätön	ij
pätevä	tohálâš
pätkätyö	časkespargo
pää	ihmisen
pääaine	materiaali
pääasia	válduäšši
pääasiallinen	válduášálâš
päähänpisto	huávri
pääjohtaja	uáivihovdâ
pääkallo	uáivitähti
pääkaupunki	uáivikaavpug
pääkaupunkikeskus	uáivikaavpugkuávdáš
pääkirjasto	váldukirjerááju
pääkonttori	váldukonttur
päälaki	uáivičokke
päälakiaukile	sudde
päälause	uáiviceelhâ
päälle	oolâ
päällekkäin	
päällekkäisyys	polkko
päällikkö	hovdâ
päällinen	olgooš
päällys	olgooš
päällyste	pajaldâs
päällystö	njunošeh
pääläri	spaanjâ
pääministeri	uáiviminister
päämäärä	ulme
päänhuimaus	uáivijorgáldâh
pääntie	siäpulâs
pääoma	uáiviomâdâh
pääpuoli	uáivikeeči
päärme	tiänuldâh
päärmätä	tiännuđ
päärmäys	tiänuldâh
pääruoka	váldupurrâmâš
pääsihteeri	uáivičällee
pääsiäinen	pessijááh
pääsky	spáálváš
päässälasku	paajeeldrekinistem
päästellä	irti
päästä	peessâđ
päästättää	nistettiđ
päästää	laskea
pääsykoe	piäsuiskos
päätehakkuu	loppâčuoppâm
päätellä	árvuštâllâđ
päätelmä	juurdâpuáđus
päätetty	meridum
päätie	válduluoddâ
päätoiminen	olesáigásâš
päätoimittaja	uáivitoimâtteijee
päättelykyky	árvuštâllâmnahcâ
päättyä	nuuhâđ
päättäväisyys	meritátulâšvuotâ
päättää	meridiđ
päättötyö	loppâpargo
päätulo	uáivipuátu
pääty	pussin
päätyä	karttâđ
pöhöttyä	poggâgiđ
pökkelö	pokke
pökkelökääpä	spabbâ
pökkelönnokka	stokkekeeči
pölkky	piälkku
pöllytä	pođgáttiđ
pöllö	oppuu
pöly	kovjâ
pölyhiukkanen	kovjâčalme
pölyinen	kovjii
pölynimuri	kovjânjammee
pölypunkki	kovjâpuŋkki
pölyttyä	kovjâttuđ
pölyttää	kovjiđ
pölytys	kovjâttem
pörhistellä	porfâsâddâđ
pörhistynyt	huurvâs
pörhistyä	hurvođ
pörhistää	hurvođ
pörrö-	parfe-
pörröinen	hurváá
pörssi	pörssi
pörssikauppa	pörssikävppi
pörssikurssi	pörssikurssâ
pötköttää	poggáđ
pötsi	kuámuičuávji
pötsinsisältö	kuámoi
pöydänjalka	pevdijyelgi
pöykkyripeski	pövkkyr
pöytä	pevdi
pöytäkirja	pevdikirje
pöytälaatikko	pevdiloová
pöytäliina	pevdilijne
pöytärukous	pevdirukkoos
raadella	repiä
raahata	viešidiđ
raaja	ryevji
raajarikko	rampa
raajoa	ruovjiđ
raaka-aine	aamnâs
raakakumi	algâ-
raakalauta	sááháviđá
raakarauta	algâ-
raakaöljy	algâ-
raakkua	rááhuđ
raamattu	ráámmát
raami	raami
raamikas	rámmáá
raanu	ráánu
raapaista	kynsäistä
raapaisu	sargâstâh
raapia	kynsiä
raaskia	raskiđ
raastaa	kiskoa
raaste	faskottâs
raataa	ruhnođ
raateluhammas	čallaam
raatelujalka	kiškodemjyelgi
raatelunokka	kiškodemnjune
raato	kuolleen
raatokärpänen	rátukiärpáš
raavas	räävis
raavastua	rávásmiđ
radio	radio
radioaktiivinen	radioaktiivlâš
radioaktiivisuus	radioaktiivlâšvuotâ
radiohiiliajoitus	radiočiđđâäigidem
rae	čuormâs
raejuusto	čuormâsvuástá
raekoko	jivestuárudâh
raekuuro	uáhti
raha	ruttâ
raha-asia	ruttâäšši
rahajärjestelmä	ruttâsysteem
rahakas	ruttii
rahakorvaus	koloruttâ
rahakukkaro	ruttâpursâ
rahalahja	ruttâlähji
rahalaina	ruttâlovnâ
rahalaitos	ruttâlágádâs
rahaliikenne	ruttâjotolâh
rahallinen	ruđâlâš
rahamaksu	ruttâmáksu
rahamäärä	ruttâmeeri
rahamääräinen	ruttâmiärálâš
rahanahne	ruttâväimil
rahanarvoinen	ruuđâárvusâš
rahanpaljous	ruttâennuuvuotâ
rahanpesu	ruuđâpoossâm
rahantarve	ruttâtárbu
rahanvaihtaja	ruttâlonotteijee
rahanvaihto	ruttâlonottâs
rahasto	ruttârááju
rahastonhoitaja	ruttâtuállee
rahasumma	ruttâsumme
rahasuoritus	ruttâmáksu
rahatalletus	ruttâvuorkkim
rahaton	ruđâttem
rahattomuus	ruđâttemesvuotâ
rahayksikkö	ruttâohtâdâh
rahdata	fievridiđ
rahi	riäŋkku
rahina	raattân
rahista	raattâđ
rahisuttaa	ruáváidittiđ
rahka	rahka
rahkasammal	siävŋál
rahkaturve	tarfelavŋe
rahoittaa	ruttâdiđ
rahoitus	ruttâdem
rahoituslaitos	ruttâdemlágádâs
rahoituslaskelma	ruttâdemrekinistem
rahoitusosuus	ruttâdemuási
rahti	rahti
raidonkuljettaja	ráiđulâš
railo	luoddânem
raita	säärgis
raitiovaunu	rađevávnu
raitis	juvâhánnáá
raito	ráiđu
raitoahkio	ráiđukerris
raittius	juvâhánnáávuotâ
raivata	njaskâđ
raivaussaha	njaskâmsááhá
raivio	njaskâttâh
raivo	muári
raivoisa	muárráá
raivoissaan	suttoost
raivostua	muáráskiđ
raja	rääji
rajamies	räjialmai
rajamitta	räjimitto
rajata	raijiđ
rajaton	räjittem
rajavartija	räjivahtâ
rajavartiosto	räjikosáttâh
rajavyöhyke	räjistielâs
rajoitin	räijejeijee
rajoittaa	raijiđ
rajoittua	rájášuđ
rajoittunut	rájášum
rajoitus	raijiittâs
rajuilma	stormâ
rajusti	reehâst
rakas	räähis
rakastaa	rähistiđ
rakastella	rähistâllâđ
rakastua	rähistuđ
rakenne	rááhtus
rakennelma	rakânâs
rakennus	rakânâs
rakennusasetus	huksimasâttâs
rakennuskaava	huksimkaava
rakennuslautakunta	huksimlävdikodde
rakennuslupa	huksimlope
rakennusmestari	huksimmiäštár
rakennustarkastaja	huksimtárkkojeijee
rakennuttaa	huksiittiđ
rakennuttaja	huksiitteijee
rakentaa	talo
rakentaja	rähtee
rakentava	konstruktiivlâš
rakenteellinen	rááhtuslâš
raketti	raakeet
rakka	juovâ
rakkaasti	rákkásávt
rakkaus	rähisvuotâ
rakko	
rakkolevä	kupâlâstiäppu
rakkula	čuđđâ
rakkularauhanen	puljârráksá
rako	
rakovalkea	njuárčču
raksahtaa	ruáškáđ
raksua	ruáškuđ
ralliautoilu	ralliautostâllâm
rampa	räbbi
rampauttaa	lammâšuttiđ
rampautua	lammâšuđ
ramppi	ramppi
rangaista	ráŋgášiđ
rangaistus	ráŋgáštâs
rankinen	raagâs
rankkasade	šuáláttâh
ranne	kietâläppimaadâ
rannekello	kietâtijme
rannerengas	kietleppriggee
rannikko	riddo
rannikkoilmasto	riddošoŋŋâdâh
rannikkoseutu	meerâ
ranta	riddo
rantajää	vuonjâ
rantakaava	riddokaava
rantakana	riddokääni
rantaluhta	suoinâlm
rantatörmä	riddoviemmâr
rantautua	laddiđ
rantaviiva	čäcirääji
rantavyöhyke	riddostielâs
ranttu	ranttu
ranttuilla	rantustâššâđ
raottaa	kovkkiđ
rapa	kuámoi
rapaantua	muuttâđ
rapakivi	smuálukeđgi
rapautua	muáluniđ
rapina	liccân
rapista	skovijdiđ
rapisuttaa	ruáváidittiđ
raportti	čielgiittâs
rappu	askelma
rapsutus	skooččân
rapu	rapu
rapurutto	rapurotto
rasia	rasijâš
rasismi	raasiism
rasisti	raasist
rasistinen	raasistlâš
rasite	losádâs
rasittaa	muokkiđ
rasittua	muokkâšuđ
rasitus	sreevâ
rasitusvamma	muokkimváddu
raskaana	párnái
raskas	painava
raskasmetalli	lusismeetaal
rastas	rástágâš
rasti	ruossâ
rastittaa	ruossâdiđ
rasva	
rasvaevä	pyeidivepsi
rasvahappo	vuojâsuvrâ
rasvainen	vuoijii
rasvakerros	oolâs
rasvakuppi	vuojânááppáš
rasvata	voilla
rasvaton	pyeidittem
rasvatyyni	vuojâkuálkki
rata	rađe
rataristeys	rađeratkuuttâh
ratas	räätis
rataseläin	rätisellee
ratifioida	ratifisistiđ
rationaaliluku	rationaalloho
rationalisoida	rationalisistiđ
ratkaisu	čuávdus
ratketa	aueten
ratkoa	saumaa
ratsastaa	raccastiđ
ratti	stiivrâm
raudoittaa	ruovdiđ
rauha	ráávhu
rauhallinen	rávhálâš
rauhallisesti	kuuloold
rauhallisuus	orroommáášu
rauhanen	ráksá
rauhanturvaaja	ráávhutorvejeijee
rauhaton	rávhuttem
rauhattomuus	myesittemesvuotâ
rauhoitettu	rávhuidittum
rauhoittua	josijdiđ
raukka	rävkki
raunio	vistepasâttâs
rausku	rávsku
rauta	ryevdi
rautakanki	ryevdikaŋgâ
rautakauppa	ryevdikävppi
rautalanka	sraŋgâ
rautamalmi	ryevdimalmâ
rautaromu	šlambur
rautatie	ryevdirađe
ravata	tuálvistiđ
ravi	njolge
ravihevonen	njolgehiävuš
ravinne	ravâdâh
ravinteikas	ravâdâhvaljaa
ravinto	ravâdâs
ravintoaine	raavâdaamnâs
ravintoarvo	raavâdárvu
ravintoketju	raavâdkuálus
ravintola	raavâdviäsu
ravintoverkko	raavâdviermi
ravirata	njolgerađe
ravistaa	puistella
ravita	piemmâđ
ravustus	rapupivdo
reagoida	reagistiđ
reaktio	reaktio
reaktori	reaktor
refleksi	refleks
rehellinen	rehelâš
rehellisesti	rehelávt
rehellisyys	rehelâšvuotâ
rehennellä	almaaštâllâđ
rehevä	
rehevöityminen	lijgešoddâm
rehevöitynyt	lijgešoddâm
rehkiä	riehkâđ
rehtori	rehtor
rehu	fuođâr
rehvastella	almaaštâllâđ
reiitin	räigee
reikiintyä	ráigániđ
reikä	m.
reikäinen	ráigáá
reikämeisti	hugimbor
reilu	runsas
reipas	virkkuu
reipastua	virkosmiđ
reippaus	virkkuuvuotâ
reisi	čuárbpeeli
reisilihas	kossâvákká
reisiluu	čuárbbelnuurâs
reissata	reissiđ
reissu	mokke
reitti	kiäinu
reki	riehâ
rekisteri	register
rekisterikilpi	registerkolbâ
rekisteröidä	registeeriđ
rekisteröinti	registeerim
rekka	kyermiauto
remmi	läbži
rengas	riegis
rengasriutta	riegiskárgu
renki	reŋgâ
renkku	riäŋkku
rento	huolâttem
rentoutua	muássuđ
rentoutuminen	muásudâttâm
renttuilla	šlarvâdiđ
repeillä	kiškuustâllâđ
repeytyä	saumasta
repeämä	kiškum
repiä	kiškođ
repäistä	kiškettiđ
restauroida	restauristiđ
resu	kulunut
resurssi	reesuurs
retiisi	reetiis
retkeily	meccijotteem
retki	mokkemätki
reuhka	ruámčči
reuhtoa	timbârdiđ
reumatismi	lesmi
reuna	robdâ
reunimmainen	revnimus
reunus	kuárvi
revetä	kiškuđ
reviiri	reeviir
revähdys	iätkálem
revähdyttää	iätkálittiđ
revähtää	iätkáliđ
riehaantua	vildáskiđ
riekale	riŋgo
riemu	áávu
riemuita	ávudiđ
riemukaari	ávukevli
rientää	tomâliđ
riepu	lumppu
rieska	kákku
rihkama	págárnjâs
rihla	rikko
rihlakko	rikkopisso
rihmalevä	árpputiäppu
riiari	irgástellee
riiata	irgástâllâđ
riiaus	irgástâllâm
riidellä	rijdâliđ
riihi	riihâ
riipiä	čohhoođ
riippa	puddo
riippua	sorjođ
riippuliidin	hiäŋgusoodâs
riippumaton	jiešmerideijee
riippumatto	hiäŋguseŋgâ
riippuvainen	taloudellisesti
riippuvuus	sorjolâšvuotâ
riipus	hiäŋgus
riiputtaa	sorjottiđ
riisaista	nuolâstiđ
riisi	riisi
riisimuro	riisismiäru
riistaeläin	pivdoellee
riisto	hyväksikäyttö
riistää	viedä
riisua	nuollâđ
riisuutua	nuolâdâttâđ
riisuutumatta	ubbân
riita	rijdo
riitaantua	rijdáskiđ
riitaisa	rijduu
riitaisuus	rijduuvuotâ
riite	njuođâ
riittoisa	pehtil
riittyä	skáávvuđ
riittävästi	nokko
riittää	olla
rikas	riges
rikastaa	riggodiđ
rikaste	riggodâs
rikastua	riggođ
rikastuttaa	riggodiđ
rikka	rippâ
rikkalapio	rippâkihvel
rikkaruoho	iilâskvalje
rikkaus	rigesvuotâ
rikkihappo	riššâsuvrâ
rikkoa	särkeä
rikkomus	rikkomuš
rikkoutua	särkyä
rikkumaton	čaavdes
rikollinen	rikolâš
rikos	rikos
rikosasia	rikosäšši
rikosilmoitus	rikosalmottâs
rikosjuttu	rikosäšši
rikoskumppani	rikoskyeimi
rikoskumppanuus	rikoskyeimivuotâ
rikoslaki	rikoslaahâ
rikosoikeudellinen	rikosvuoigâdvuođâlâš
rikosoikeus	rikosvuoigâdvuotâ
rikospoliisi	rikospoolis
rikosrekisteri	rikosregister
rikosrekisteri-ilmoitus	rikosregisteralmottâs
rikosrekisterimerkintä	rikosregistermerkkim
rikosrekisteriote	rikosregistervááldus
rikostutkimus	rikostutkâmuš
rikostutkinta	rikostutkâm
rikosvahinko	rikosvaahâg
rimpi	lyeivee
rimpuilla	pancârdiđ
ringette	riegisskiärru
rinkeli	riiŋgâl
rinnakkain	raddaag
rinnalla	itoi
rinnastaa	paldâlistiđ
rinnastuskonjunktio	paldâlistemkonjunktio
rinne	loiva
rinta	radde
rintaevä	ovdâvepsi
rintakehä	raddevuovdâ
rintalasta	mielgâtähti
rintalihas	raddetekki
rintama	radostâh
rintaontelo	vuovdâ
rintaperillinen	raddeárbálâš
rintava	raddaa
ripa	ripá
ripauttaa	sadekuuro
ripittää	ripâttiđ
ripotella	sataa
ripottaa	sateesta
rippi	rippâ
rippikoulu	rippâškovlâ
ripsi	raamâs
ripsikello	riessâmtivgâ
ripsiväri	ramâsivne
ripuli	luččâtavdâ
ripuliuloste	luččâ
ripuloida	luččoođ
ripustaa	heŋgâstiđ
ripustautua	heŋgittiđ
ripustella	koccoođ
ripustin	heeŋgâs
ripustustappi	skovžâ
riskiys	riskesvuotâ
risku	soljo
rispaannuttaa	kargiđ
rispaantua	saigâniđ
rispaantunut	saaigâs
risteillä	ruossâlistiđ
risteilyalus	ruossâlistemtamppâ
risteymä	ruossâlistum
risteys	ratkuuttâh
risteytys	ruossâlistum
risteytyä	ruossâlistuđ
risti	ristâ
ristiin	ristâlâsân
ristiinnaulita	riistânnavliđ
ristikko	ruossâhâš
ristiluu	känistähti
ristinkuolema	ristâjäämmim
ristinmerkki	riistâmerkkâ
ristinpuu	riistâmuorâ
ristipäämeisseli	ristâkešmeissel
ristiriitainen	ruossâlâs
ristiselkä	šotkâšeh
ristissä	ruossâlâs
ristiä	tehdä
risu	lattian
risumerta	lääni
rita	káskástâh
ritari	riitaar
ritsi	ricci
riuhtaista	rovgiđ
riuhtoa	ravgođ
riuku	skarbâ
riuska	tuámmir
riutta	kárgu
rivi	raddalâs
rivitalo	ráiđutáálu
robotti	rooboot
rodoniitti	rodoniit
rohjeta	ruokkâniđ
rohkaista	ruákášiđ
rohkaistua	ruákášâttâđ
rohkea	ruokkâd
rohkeasti	ruokkâdávt
rohkeus	ruokkâdvuotâ
roikkua	hiäŋgáđ
roiskahtaa	tuškáđ
roiskauttaa	tuškođ
roiskeläppä	riiškâpiltte
roiskesuoja	stirccomsyeji
roiskua	riškođ
rojahtaa	rämškittiđ
rojauttaa	šavgâliđ
rokko	puákku
rokote	puáhuttâs
rokottaa	puáhuttiđ
rollaattori	rollaattor
romahtaa	koččâđ
rommi	rommâ
romu	skuottâ
romurauta	skuottâryevdi
rooli	rooli
roottori	roottor
ropina	rooppân
ropisuttaa	ruáváidittiđ
roska	roske
roskaantua	luánáttuđ
roskainen	luánnáá
roskata	luonniđ
rotisko	hátárâh
rotko	korsâ
rotu	nääli
rotusyrjintä	näliolgoštem
rouhe	muttiittâs
rouhia	ruokkâđ
rouko	ruávvu
roukua	ruovgâđ
rousku	ruávsku
rouskutus	smiergâs
routa	tuálu
rouunta	ruovgâs
rouva	rovvá
rova	ruávi
rovasti	ruávást
rove	kookas
rubiini	ruubiin
ruhje	šietkâs
ruhjoa	šietkâstiđ
ruho	roppâ
ruhonpuolisko	rittâpeeli
ruhtinas	furstâ
ruikkia	ripulia
ruikku	luččâ
ruinaava	huávráá
ruis	ruuvâš
ruiskahtaa	cirgádiđ
ruiskauttaa	cirgáđ
ruiske	ciirgâs
ruiskia	russoođ
ruiskiminen	russoom
ruisku	cirgán
ruiskupistooli	cirgompistovl
ruiskuta	cirgođ
ruiskuttaa	cirgottiđ
ruiskutus	cirgottem
ruiskutusventtiili	cirgottemventtiil
rukattaa	rohhááttiđ
rukinnyöri	snyeri
rukka	riäpu
rukki	tortti
rukoileminen	ruhâdâllâm
rukoilla	ruhâdâllâđ
rukous	ruhâdâs
rukoushetki	ruhâdâspuddâ
rukoushuone	rukkoosviste
rukousnauha	ruhâdâspäddi
rulla	rullá
rullamitta	rullámitto
rullatuoli	rullâstovli
ruma	faste
rumahinen	foostâg
rumasti	vasteeht
rumentaa	fastodiđ
rumentua	fastođ
rumilus	foostâg
rummuttaa	rummuttiđ
rumpu	rumbu
rumuus	vastevuotâ
runko	ruŋgo
runkojäkälä	ruŋgojäävvil
runoilija	tivtâsteijee
runoilla	tivtâstiđ
runollinen	tivtâlâš
runous	tihtâvuotâ
runsaasti	valjeeht
runsas	valjaa
runsashaukinen	puškuu
runsaskasvuinen	šaddaa
runsaslehtinen	lostii
runsasmaitoinen	miälkkáá
runsassateinen	arvaa
runsaus	valje
ruoansulatuskanava	purrâmâšsuddâdemuáli
ruoansulatusrauhanen	purrâmâšsuddâdemráksá
ruode	ruođâ
ruohikko	sino
ruoho	rääsi
ruohonleikkuri	sinočyeppee
ruohonleikkuu	sinočuoppâm
ruohotee	räsiteejâ
ruohovarsi	räsiverdi
ruohovartinen	ruáhuviärdásâš
ruoka	purrâmâš
ruoka-aitta	purrâmušäitti
ruokahalu	puurrâmlusto
ruokailu	purâdem
ruokakunta	purrâmâšjuávkku
ruokala	purâdemviste
ruokasali	purâdemsali
ruokasula	kuámui
ruokatorvi	purrâmušpoccee
ruokavalio	purrâmâšválju
ruokaöljy	mälisoljo
ruokkia	piemmâđ
ruokkija	piemmee
ruokko-	piämmu-
ruoko	ruáhu
ruomarengas	ruámáriegis
ruopata	jieŋâlmittiđ
ruoska	ruáská
ruoskia	ruáiskuđ
ruoste	ruostâ
ruosteinen	ruostii
ruostua	ruástuđ
ruostumaton	ruástumettum
ruoti	
ruoto	kyeletähti
ruotoinen	táhtáá
ruotsalainen	ruátálâš
ruovikko	čäciruávustâh
rupatella	huátistiđ
rupeutua	ruábbuđ
rupi	ryebbi
rupla	ruble
rusentaa	purccođ
rusentua	purccáđ
ruska	ruške
ruskea	ruškâd
rusko	ruáđi
ruskohiili	ruškisčiđđâ
ruskolevä	ruškistiäbbu
ruskottaa	ruskonvärisenä
ruskuainen	ruškâdâs
ruskuaispussi	ruškâdâspuursâš
rusottaa	ruáđđáđ
rusto	čoovâr
rustolevy	čovârskiärru
rutiini	ruutiin
ruto	roto
rutto	rotto
ruttuinen	jorŋii
ruuanlaitto	mälistem
ruudukko	ruvduhâš
ruuhkautua	pokkâšuđ
ruukku	rukko
ruumiillinen	ruumâšlâš
ruumiinlämpö	rummâšliegâsvuotâ
ruumiinosa	rummâšuási
ruumis	ruumâš
ruumisarkku	kisto
ruusu	ruusu
ruusukaali	ruusukaalâ
ruusuke	ruvsustâh
ruusukvartsi	ruusukvartsi
ruuti	ruuvtah
ruutimitta	mottâ
ruutu	ruuvdu
ruuvata	sruuváđ
ruuvi	sruuvâ
ruuvinosturi	sruuvânostur
ruveta	älgiđ
ruvettua	ruábbuđ
ryhdikäs	čuálččáá
ryhmitellä	juávhoid
ryhmysauva	kavresuábbáš
ryhmä	juávkku
ryhmäkoti	juávkkupäikki
ryhmäperhepäivähoito	juávkkupeerâpeivikiäčču
ryhti	rumâškuáddu
ryijy	reiju
rykiä	kakoa
rykäistä	kávádiđ
rymistä	ruoškâđ
rymähtää	ruáškáđ
rynnätä	ročâliđ
rypistyä	
ryppyinen	jorŋii
rypsi	rypsi
rypyssä	jormeeld
ryske	koorrân
ryskis	ruoški
ryskyä	ruoškâđ
rysähtää	ruáškáđ
rytinä	ruočâ
rytistä	ruoččâđ
rytmi	rytmâ
rytmihäiriö	rytmâvahe
ryvettyä	njuođâdâttâđ
ryypiskellä	julástâllâđ
ryyppy	julástâh
ryypätä	julestiđ
ryystää	šlebbiđ
ryökäle	foostâg
ryömiä	kuánttuđ
ryöpsäyttää	širgâliđ
ryöpätä	tuoldiistittiđ
ryöstää	rievviđ
ryöväri	riävvár
ryövätä	rievediđ
rähjä	ruátu
räikkä	ruoškâ
räiskis	ruomččâ
räiskyä	riiššâđ
räiskähtää	rišettiđ
räiskäle	pánnukákku
räjähde	pávkkánâs
räjähtää	pävkittiđ
räjäytys	pávkkám
räkä	snuolgâ
räkänokka	nuárvuinjune
räkättää	tav.
räme	karrii
rämeinen	karriinallii
räminä	raattân
rämistä	raattâđ
rämpiä	miävluđ
rämäpäinen	räigiuáivág
rämäpäisyys	räigiuáivágvuotâ
rämäpää	räigiuáivi
ränni	ränni
ränsistynyt	liäggásâm
ränsistyä	liäggásiđ
räntäsade	rencci
räppänä	reppin
räpsäyttää	riäpčááttiđ
räpyläjalka	vuoijâmjyelgi
räpytellä	
rästi	restâ
räsy	liggo
räsähtää	ruáškáđ
rätti	sappe
rättiväsynyt	čoođâvaaibâs
räystäs	resthâš
rääkynä	reeččân
rääkyä	riäččuđ
rääkyä	rááhuđ
rääkäistä	rávádiđ
rääsy	rimnje
räätälinlihas	kuárrumtekki
röhistä	škurijdiđ
röhkintä	ruovgâs
röhkiä	ruovgâđ
rönsy	saarâs
röntgen	röntgen
röntgenhoitaja	röntgentipšoo
röntgensäde	röntgensuonjâr
