SUOMI	SÄMIKIELÂ UUCÂMSÄÄNI	SAAMEN_HAK	SUOMEN_HAK	SAAMEN_RIN	ESIMERKKEJÄ JA LIITTYVIÄ ILMAUKSIA	SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L
maa  	eennâm;    (valtio) riijkâ ~ rijkkâ riijhâ;  (kuiva maa, veden vastakohtana) košknjuš~ko'škánjâš~košknjâš; (kesäinen, lumeton maa, maa sulanmaan aikaan) keSieennâm; (räkkäporon tallaama) jiär'nâm  	eennâm;	maa	(valtio) riijkâ ~ rijkkâ riijhâ;	(kuiva maa, veden vastakohtana) košknjuš~ko'škánjâš~košknjâš; (kesäinen, lumeton maa, maa sulanmaan aikaan) keSieennâm; (räkkäporon tallaama) jiär'nâm					
maa-ala  	eennâmvijđodâh  -vijđoduv      	eennâm	maa			vijđodâh	-ala	-vijđoduv		
maa-alue  	eennâmpittá  -pitá      	eennâm	maa			pittá	-alue	-pitá		
maadoittaa  	enâmistiđ        	enâmistiđ	maadoittaa							
maahanmuuttaja  	enâmânvärrejeijee        	enâmân	maahan			värrejeijee	muuttaja			
maahanmuutto  	enâmânvarrim        	enâmân	maahan			varrim	muutto			
maahantuoja  	enâmânpyeh'tee        	enâmân	maahan			pyeh'tee	tuoja			
maahantuonti  	enâmânpyeh'tim        	enâmân	maahan			pyeh'tim	tuonti			
maaherra  	eennâmhiär'rá  -hiärá      	eennâm	maa			hiär'rá	herra	-hiärá		
maahinen  	kooniš,    kufettâr~kufittâr, mánálâš mánálii;  (aarteenvartija, haltia t. maahinen) čáhálig  	kooniš,	maahinen	kufettâr~kufittâr, mánálâš mánálii;	(aarteenvartija, haltia t. maahinen) čáhálig					
maahumala  Glecholma hederaceae	eennâmverdi  -veerdi      	eennâm	maa			verdi	humala	-veerdi		Glecholma hederaceae
maailma  	maailm        	maailm	maailma							
maailmankaikkeus  	maailmubâlâšvuotâ  -ubâlâšvuođâ      	maailm	maailman			ubâlâšvuotâ	kaikkeus	-ubâlâšvuođâ		
maailmanlaajuinen  	maailmvijđosâš  -vijđosii      	maailm	maailman			vijđosâš	laajuinen	-vijđosii		
maailmansota  	maailmsuáti  -suáđi ~ -suá'đe      	maailm	maailman			suáti	sota	-suáđi ~ -suá'đe		
maakaasu  	eennâmkaasu        	eennâm	maa			kaasu	kaasu			
maakellari  	olgokiäl'lár        	olgo	maa			kiäl'lár	kellari			
maakkana  (urosporo 6. vuodellaan)	maakkan        	maakkan	maakkana							(urosporo 6. vuodellaan)
maakotka  Aquila chrysaetos	kuás'kim        	kuás'kim	maa				kotka			Aquila chrysaetos
maakunnallinen  	eennâmkoddálâš  -koddálii      	eennâm	maa			koddálâš	kunnallinen	-koddálii		
maakunta  	eennâmkodde  -kode      	eennâm	maa			kodde	kunta	-kode		
maakuntalehti  	eennâmkoddeaavis        	eennâm	maa			koddeaavis	kuntalehti			
maalaiskunta  			maalais				kunta			
maalaistalo  	šiiveettááLu  -táálu ~ -tálo,  tááluntááLu -táálu ~ -tálo    	šiiveet	maalais	tááluntááLu -táálu ~ -tálo		tááLu	talo	-táálu ~ -tálo,		
maalaji  	eennâmšlaaJâ  -šlaajâ      	eennâm	maa			šlaaJâ	laji	-šlaajâ		
maalari  	máálár        	máálár	maalari							
maalata  	mááláđ  mááláám      	mááláđ	maalata					mááláám		
maalattia  	kyel'bi  kyelbi      	kyel'bi	maa				lattia	kyelbi		
maali  (maalaamiseen)	maalâ        	maalâ	maali							(maalaamiseen)
maali  (pelissä)	mollâ  moolâ,  mooLâ moolâ    	mollâ	maali	mooLâ moolâ				moolâ,		(pelissä)
maaliskuu  	njuhčâmááNu  -máánu      	njuhčâ	maalis			mááNu	kuu	-máánu		
maallinen  	eennâmlâš  eennâmlii      	eennâmlâš	maallinen					eennâmlii		
maamuna  	stáálusekkâ  -seehâ      	stáálu	maa			sekkâ	muna	-seehâ		
maamyyrä  Talpa europaea	muoldâg,    muldesäplig    	muoldâg,	maa	muldesäplig			myyrä			Talpa europaea
maanalainen  	eennâmvuálááš  -vuáláá      	eennâm	maan			vuálááš	alainen	-vuáláá		
maanantai  	vuossargâ  -aargâ      	vuoss	maanantai			argâ		-aargâ		
maanjäristys  	eennâmtuá'rgástus~-tuá'rgástâs        	eennâm	maan			tuá'rgástus~-tuá'rgástâs	järistys			
maanosa  	eennâmuási        	eennâm	maan			uási	osa			
maanpuolustus  	eennâmpiä'luštâs        	eennâm	maan			piä'luštâs	puolustus			
maanselkä  	čiä'lgástâh  čiä'lgástuv,  eennâmčiel'gi -čielgi    	čiä'lgástâh	maan	eennâmčiel'gi -čielgi			selkä	čiä'lgástuv,		
maantie  	maađij        	maađij	maan				tie			
maantiede  	eennâmtieđâ  -tiet'tuu      	eennâm	maan			tieđâ	tiede	-tiet'tuu		
maantieto  	eennâmtiätu  -tiäđu      	eennâm	maan			tiätu	tieto	-tiäđu		
maanviljelijä  	eennâmviljâleijee        	eennâm	maan			viljâleijee	viljelijä			
maanviljely  	eennâmtuáLu  -tuálu,  eennâmviljâlem    	eennâm	maan	eennâmviljâlem		tuáLu	viljely	-tuálu,		
maanvuokrasopimus  	eennâmláigusopâmuš        	eennâm	maan			láigusopâmuš	vuokrasopimus			
maaoikeus  	eennâmvuoi'gâdvuotâ  -vuoi'gâdvuođâ      	eennâm	maa			vuoi'gâdvuotâ	oikeus	-vuoi'gâdvuođâ		
maapallo  	eennâmpállu  -pááLu;    (eteläinen pallonpuolisko) máddáápiälááš pááLupeeLi; (pohjoinen pallonpuolisko) taavaapiälááš pááLupeeLi  	eennâm	maa		(eteläinen pallonpuolisko) máddáápiälááš pááLupeeLi; (pohjoinen pallonpuolisko) taavaapiälááš pááLupeeLi	pállu	pallo	-pááLu;		
maaperä  	eennâm,    eennâmvuáĐu -vuáđu    	eennâm,	maa	eennâmvuáĐu -vuáđu			perä			
maapihka  	eennâmkässi  -kääsi      	eennâm	maa			kässi	pihka	-kääsi		
maapohja  	eennâmvuáĐu  -vuáđu      	eennâm	maa			vuáĐu	pohja	-vuáđu		
maarianheinä  Hierochloë	njaalgâhaisyei'ni  -syeini      	njaalgâ	maarian			haisyei'ni	heinä	-syeini		Hierochloë
maariankämmekkä  Dactylorhica maculata	máárjákuám'mirâš  -kuám'miráá      	máárjá	maarian			kuám'mirâš	kämmekkä	-kuám'miráá		Dactylorhica maculata
maaseutu  	táálunkuáv'lu  -kuávlu,  eennâmkuáv'lu -kuávlu    	táálun	maa	eennâmkuáv'lu -kuávlu		kuáv'lu	seutu	-kuávlu,		
maasiira  	eennâmsijrá  -siijrá      	eennâm	maa			sijrá	siira	-siijrá		
maastamuuttaja  	enâmistvärrejeijee        	enâmist	maasta			värrejeijee	muuttaja			
maastamuutto  	enâmistvarrim        	enâmist	maasta			varrim	muutto			
maasto  	mecci  meeci;  enâdâh enâduv;  (vaikeakulkuinen maastonkohta, tiheikkö, louhikko tms.) rohâdâs  	mecci	maasto	enâdâh enâduv;	(vaikeakulkuinen maastonkohta, tiheikkö, louhikko tms.) rohâdâs			meeci;		
maastoauto  	maastur,    mecciauto    	maastur,	maasto	mecciauto			auto			
maastopalo  (kuivuudesta johtuva)	iŋádâhtullâ  -tuulâ      	iŋádâh	maasto			tullâ	palo	-tuulâ		(kuivuudesta johtuva)
maastopyörä  	meccipyerá        	mecci	maasto			pyerá	pyörä			
maasturi  	maastur,    mecciauto    	maastur,	maasturi	mecciauto						
maasälpä  	eennâmla'igos  -laigos      	eennâm	maa			la'igos	sälpä	-laigos		
maata  	viäl'láđ  viäl'láám;  (vähän aikaa) vanettiđ vaaneet; (pitkin pituuttaan) jaŋgađ jaŋgaam; (jalat harallaan) háccáđ háccáám; (sorkkaeläimistä) livvâdiđ livvâd; (koiraeläimistä) kuár'jidiđ kuár'jid;  (panna maata, mennä makuulle t. nukkumaan) lennjiistiđ lennjist,  viä'Lániđ viällán; (panna maata useasta) uáđ'đáástâllâđ uáđ'đáástâlâm; (mennä makuulle vähäksi aikaa) voNâlistiđ voNâlistám, vonnâliđ voonnâl; (paneutua makuulle sorkkaeläimistä) livvoođ livom  	viäl'láđ	maata	(vähän aikaa) vanettiđ vaaneet; (pitkin pituuttaan) jaŋgađ jaŋgaam; (jalat harallaan) háccáđ háccáám; (sorkkaeläimistä) livvâdiđ livvâd; (koiraeläimistä) kuár'jidiđ kuár'jid;	(panna maata, mennä makuulle t. nukkumaan) lennjiistiđ lennjist,  viä'Lániđ viällán; (panna maata useasta) uáđ'đáástâllâđ uáđ'đáástâlâm; (mennä makuulle vähäksi aikaa) voNâlistiđ voNâlistám, vonnâliđ voonnâl; (paneutua makuulle sorkkaeläimistä) livvoođ livom			viäl'láám;		
maatalous  	eennâmtuáLu  -tuálu      	eennâm	maa			tuáLu	talous	-tuálu		
maataloustyö  	eennâmtuá'Lupargo  -pa'rgo      	eennâm	maa			tuá'Lupargo	taloustyö	-pa'rgo		
maatilamatkailu  	eennâmtuá'Luturismâ        	eennâm	maa			tuá'Luturismâ	tilamatkailu			
maatua  	(muuttua maaksi) eennâmluđ  eennâmluum eennâmluVá;  (mädäntyä, lahota) mies'kâđ mieskâm miäs'ká    	(muuttua maaksi) eennâmluđ	maatua	(mädäntyä, lahota) mies'kâđ mieskâm miäs'ká				eennâmluum eennâmluVá;		
maavarsi  	eennâmverdi  -veerdi      	eennâm	maa			verdi	varsi	-veerdi		
maaöljy  	eennâmoljo  -o'ljo      	eennâm	maa			oljo	öljy	-o'ljo		
madaltaa  (vedenpintaa)	cuá'hudiđ        	cuá'hudiđ	madaltaa							(vedenpintaa)
madaltua  (vedestä)	cuáHuđ  cuávum      	cuáHuđ	madaltua					cuávum		(vedestä)
made  Lota lota	njäähi  njääVi      	njäähi	made					njääVi		Lota lota
madeirankeiju  Oceanodroma castro	madeiraspáálváš  -spálváá      	madeira	madeiran			spáálváš	keiju	-spálváá		Oceanodroma castro
madella  	ma'igârdiđ  maaigârd  ~ mo'igârdiđ mooigârd, muáik'kuđ muáihum    	ma'igârdiđ	madella	~ mo'igârdiđ mooigârd, muáik'kuđ muáihum				maaigârd		
magneetti  	magneet        	magneet	magneetti							
magneettinen  	magneetlâš  magneetlii      	magneetlâš	magneettinen					magneetlii		
maha  	čuáv'ji  čuávji;  (oravan) maaVâ maavâ;  (verkkomaha) čoolmâs čolmâs, čoolmâsčevđi -čeevđi, čo'lmâsčevđi -čeevđi; (satakerta) čeksâ čeevsâ; (juoksutusmaha) togge toge; (pienimahainen) čuá'vjittem # čuá'vjittes; (pienimahainen erit. eläimistä) čuá'littem čuá'littemes ~ čuá'littes; (isomahainen) čuáv'jáá # -s; (kovettaa maha) korâdiđ kooRâd, korrâdiđ korrâd; (kurista mahasta) njorijdiđ njoorijd ~ njoridiđ njooriid; (tulla täyteen, pullottaa mahasta) pogâštuđ pogâštuVá; (tyhjään vatsaan) purâhinnáá vááimun; (tulla pienimahaiseksi) čuá'vjittuđ čuá'vjittuum čuá'vjittuVá (tulla pienimahaiseksi eläimestä) čuá'littuđ čuá'littuVá  	čuáv'ji	maha	(oravan) maaVâ maavâ;	(verkkomaha) čoolmâs čolmâs, čoolmâsčevđi -čeevđi, čo'lmâsčevđi -čeevđi; (satakerta) čeksâ čeevsâ; (juoksutusmaha) togge toge; (pienimahainen) čuá'vjittem # čuá'vjittes; (pienimahainen erit. eläimistä) čuá'littem čuá'littemes ~ čuá'littes; (isomahainen) čuáv'jáá # -s; (kovettaa maha) korâdiđ kooRâd, korrâdiđ korrâd; (kurista mahasta) njorijdiđ njoorijd ~ njoridiđ njooriid; (tulla täyteen, pullottaa mahasta) pogâštuđ pogâštuVá; (tyhjään vatsaan) purâhinnáá vááimun; (tulla pienimahaiseksi) čuá'vjittuđ čuá'vjittuum čuá'vjittuVá (tulla pienimahaiseksi eläimestä) čuá'littuđ čuá'littuVá			čuávji;		
mahahaava  	čuáv'jihävvi  -häävi      	čuáv'ji	maha			hävvi	haava	-häävi		
mahakipu  	čuáv'jipuál'ttâs        	čuáv'ji	maha			puál'ttâs	kipu			
mahaneste  	čuáv'jiko'lgos  -kolgos      	čuáv'ji	maha			ko'lgos	neste	-kolgos		
mahanpuru  	čuáv'jitoppiittoh  -toppiittuv,  čuáv'jinjomâttuh -njomâttuv    	čuáv'ji	mahan	čuáv'jinjomâttuh -njomâttuv		toppiittoh	puru	-toppiittuv,		
mahansuu  	čuáv'jinjälmi  -njäälmi      	čuáv'ji	mahan			njälmi	suu	-njäälmi		
mahaontelo  	čuáv'jivuov'dâ  -vuovdâ,  vuob'dâ vuobdâ    	čuáv'ji	maha	vuob'dâ vuobdâ		vuov'dâ	ontelo	-vuovdâ,		
mahaportti  	čuáv'jiuksâ  -uuvsâ      	čuáv'ji	maha			uksâ	portti	-uuvsâ		
mahatauti  	čuáv'jitavdâ  -taavdâ      	čuáv'ji	maha			tavdâ	tauti	-taavdâ		
mahavaiva  	čuáv'jivahe  -vaVe,  čuáv'jiváddu -váádu    	čuáv'ji	maha	čuáv'jiváddu -váádu		vahe	vaiva	-vaVe,		
mahavyö  (valjaissa)	čuáv'jipäddi  -päädi,  čuáv'jipoovij -puáh'háá    	čuáv'ji	maha	čuáv'jipoovij -puáh'háá		päddi	vyö	-päädi,		(valjaissa)
mahdikas  	rámmáá  # -s      	rámmáá	mahdikas					# -s		
mahdollinen  	má'hđulâš  má'hđulii;    (edellytys) hinná hiiNá; (tilaisuus) muoš'nu muošnu; (valinnanvara) falâldâh falâlduv; (olla mahdollista) sättiđ sáátám  	má'hđulâš	mahdollinen		(edellytys) hinná hiiNá; (tilaisuus) muoš'nu muošnu; (valinnanvara) falâldâh falâlduv; (olla mahdollista) sättiđ sáátám			má'hđulii;		
mahdollistaa  	tooHâđ má'hđulâžžân        	tooHâđ 	mahdollistaa			má'hđulâžžân				
mahdollisuus  	má'hđulâšvuotâ  má'hđulâšvuođâ;      	má'hđulâšvuotâ	mahdollisuus					má'hđulâšvuođâ;		
mahdoton  	má'hđuttem  # -es      	má'hđuttem	mahdoton					# -es		
mahduttaa  	čahâdiđ  čaahâd      	čahâdiđ	mahduttaa					čaahâd		
mahla  (koivun)	mäihli  määihli,  mäLičääci -čääsi, njaLe njale    	mäihli	mahla	mäLičääci -čääsi, njaLe njale				määihli,		(koivun)
mahtava  	vá'ldálâš  vá'ldálii      	vá'ldálâš	mahtava					vá'ldálii		
mahti  	mahtâ  maavtâ      	mahtâ	mahti					maavtâ		
mahtua  	(sopia jhk tilaan) čaahâđ  čaaVâm čááhá,  mattâđ maatâm máttá ij maatâ; (jhk paikasta) šiet'tâđ šietâm šiät'tá; (kääntymään) staibâđ stáibá ij staaibâ, staippâđ stáippá ij staaipâ    	(sopia jhk tilaan) čaahâđ	mahtua	mattâđ maatâm máttá ij maatâ; (jhk paikasta) šiet'tâđ šietâm šiät'tá; (kääntymään) staibâđ stáibá ij staaibâ, staippâđ stáippá ij staaipâ				čaaVâm čááhá,		
mahtuva  	(sopiva, hyvinmahtuva) čääHid  # čähidis;  (hyvin jhk paikkaan mahtuva) šiet'tâl # -is~-âs    	(sopiva, hyvinmahtuva) čääHid	mahtuva	(hyvin jhk paikkaan mahtuva) šiet'tâl # -is~-âs				# čähidis;		
maidoton  	mie'lhittem  # mie'lhittes      	mie'lhittem	maidoton					# mie'lhittes		
maila  	maila,    časkemsuáb'bi -suábi, časkan    	maila,	maila	časkemsuáb'bi -suábi, časkan						
maine  	peggim        	peggim	maine							
maininki  	pááRu  pááru ~ páro,  sijgâ siijgâ, nuvgâ nuuvgâ;  (aallota, lyödä rantaan) keerrâđ kiäRá; (lyödä rantaan erit. yksittäisistä aalloista) si'jgâdiđ sijgâd; (aaltoilla äänekkäästi) skulččeđ skulččá;  	pááRu	maininki	sijgâ siijgâ, nuvgâ nuuvgâ;	(aallota, lyödä rantaan) keerrâđ kiäRá; (lyödä rantaan erit. yksittäisistä aalloista) si'jgâdiđ sijgâd; (aaltoilla äänekkäästi) skulččeđ skulččá;			pááru ~ páro,		
maininta  	ma'inâšume        	ma'inâšume	maininta							
mainio  	válju  váálju      	válju	mainio					váálju		
mainita  	ma'inâšiđ  maainâš      	ma'inâšiđ	mainita					maainâš		
mainittava  	mááinuh,    ma'inâšittee    	mááinuh,	mainittava	ma'inâšittee						
mainos  	mááinus  máinus,  reklaam    	mááinus	mainos	reklaam				máinus,		
mainostaa  	máinuđ  mááinum      	máinuđ	mainostaa					mááinum		
maisema  	eNâdâh  eNâduv      	eNâdâh	maisema					eNâduv		
maiskauttaa  	njepčâliđ        	njepčâliđ	maiskauttaa							
maiskuttaa  	njiäp'čááttiđ  njiäp'čát,  njápčááttiđ njápčát, njiä'pčuttiđ njiäp'čut    	njiäp'čááttiđ	maiskuttaa	njápčááttiđ njápčát, njiä'pčuttiđ njiäp'čut				njiäp'čát,		
maissi  	maissâ  maaisâ      	maissâ	maissi					maaisâ		
maistaa  	smakkiđ  smakkiim smäkkee,  keččâliđ keččâl; (vähän) keččâlistiđ keččâlistâm    	smakkiđ	maistaa	keččâliđ keččâl; (vähän) keččâlistiđ keččâlistâm				smakkiim smäkkee,		
maistattaa  	keččâlittiđ  keččâlitám      	keččâlittiđ	maistattaa					keččâlitám		
maistella  	mávustâllâđ  mávustâl      	mávustâllâđ	maistella					mávustâl		
maisteri  	maister        	maister	maisteri							
maistua  	(olla hyvää, tehdä kauppansa ruoasta) njaddeđ  njadda,  njä'vhistiđ njäävhist; (kelvata syötäväks) purâttiđ; (jltak vähän) njadestiđ njaddeest; (kirpeältä) pi'škerdiđ piškeerd; (suolattomalta) čäcinjaddeđ -njadam -njadda; (vanhalta ja kitkerältä t. härskiltä) kuás'tinjaddeđ -njadam -njadda; (sokeriselta, makealta) sukkârnjaddeđ -njadam -njadda; (kahvilta) ká'hváttuđ ká'hváttuVá    	(olla hyvää, tehdä kauppansa ruoasta) njaddeđ	maistua	njä'vhistiđ njäävhist; (kelvata syötäväks) purâttiđ; (jltak vähän) njadestiđ njaddeest; (kirpeältä) pi'škerdiđ piškeerd; (suolattomalta) čäcinjaddeđ -njadam -njadda; (vanhalta ja kitkerältä t. härskiltä) kuás'tinjaddeđ -njadam -njadda; (sokeriselta, makealta) sukkârnjaddeđ -njadam -njadda; (kahvilta) ká'hváttuđ ká'hváttuVá				njadda,		
maistuva  	njaddee  # -s;  (syötäväksi kelpaava) purâttijjee~purâtteijjee    	njaddee	maistuva	(syötäväksi kelpaava) purâttijjee~purâtteijjee				# -s;		
maiti  	kuop'sâ  kuopsâ      	kuop'sâ	maiti					kuopsâ		
maitikala  	ko'pseskyeLi  -kye'le,  kuo'psâskyeLi -kye'le    	ko'pses	maiti	kuo'psâskyeLi -kye'le		kyeLi	kala	-kye'le,		
maito  	miel'kki  mielhi;    (rasvaton maito) vuo'jâttes miel'kki; (hapantunut maito) jie'sâmiel'kki -mielhi  	miel'kki	maito		(rasvaton maito) vuo'jâttes miel'kki; (hapantunut maito) jie'sâmiel'kki -mielhi			mielhi;		
maitohinkki  	spaaNjâ  spaanjâ      	spaaNjâ	maito				hinkki	spaanjâ		
maitohorsma  Epilobium angustifolium	kieVânjuolâs  -njuollâs      	kieVâ	maito			njuolâs	horsma	-njuollâs		Epilobium angustifolium
maitopullo  	miel'kkiputtâl        	miel'kki	maito			puttâl	pullo			
maitorahka  	miel'kkirahka  -ra'hka      	miel'kki	maito			rahka	rahka	-ra'hka		
maitorousku  Lactarius pargamenus	miel'kkiruáv'sku  -ruávsku      	miel'kki	maito			ruáv'sku	rousku	-ruávsku		Lactarius pargamenus
maitosokeri  	miel'kkisukkâr,    laktoos    	miel'kki	maito	laktoos		sukkâr,	sokeri			
maitotukos  (utareessa t. rinnassa)	čarŋâm;      (saada maitotukos rintaan t. utareeseen) čarŋâđ čaarŋâm čárŋá  	čarŋâm;	maito		(saada maitotukos rintaan t. utareeseen) čarŋâđ čaarŋâm čárŋá		tukos			(utareessa t. rinnassa)
maiva  Coregonus albula (muikku)	maivâ  maaivâ      	maivâ	maiva					maaivâ		Coregonus albula (muikku)
majailla  (jssak)	tuáv'láđ  tuáv'láám      	tuáv'láđ	majailla					tuáv'láám		(jssak)
majakka  	čuo'Vâtornâ  -toornâ      	čuo'Vâ	majakka			tornâ		-toornâ		
majatalo  	kyes'siviäsu        	kyes'si	maja			viäsu	talo			
majava  Castor fiber	maaijuv,    maijuu    	maaijuv,	majava	maijuu						Castor fiber
majavasarvi  (poro, jolla sarvissa jyrkkä mutka)	maijuučuár'vi  -čuárvi      	maijuu	majava			čuár'vi	sarvi	-čuárvi		(poro, jolla sarvissa jyrkkä mutka)
majuri  	maajur        	maajur	majuri							
makaaminen  	viäl'lám        	viäl'lám	makaaminen							
makaukset  (mon.)	uá'ĐáduVah~uáđ'đáduvah  (mon.),  niäVuh (mon.)    	uá'ĐáduVah~uáđ'đáduvah	makaukset	niäVuh (mon.)				(mon.),		(mon.)
makea  	njäälgis  njálgá # njä'lgis ~ njaalgâ;    (vesi, suolaisen vastakohtana) saivâ saaivâ, savjâ saavjâ, saivâ-~savjâčääci -čääsi; (maistua makealta, sokeriselta) sukkârnjaddeđ -njadam -njadda; (tulla makeamman, paremman makuiseksi) njá'lgásmiđ njáálgásm, njá'lgudiđ, njálguđ  	njäälgis	makea		(vesi, suolaisen vastakohtana) saivâ saaivâ, savjâ saavjâ, saivâ-~savjâčääci -čääsi; (maistua makealta, sokeriselta) sukkârnjaddeđ -njadam -njadda; (tulla makeamman, paremman makuiseksi) njá'lgásmiđ njáálgásm, njá'lgudiđ, njálguđ			njálgá # njä'lgis ~ njaalgâ;		
makeasti  (konkr. ja kuv.)	njálgásávt;      (nauraa makeasti) poVustiđ ~ povvâstiđ njálgásávt; (nukkua makeasti) uáđđiđ njálgásávt  	njálgásávt;	makeasti		(nauraa makeasti) poVustiđ ~ povvâstiđ njálgásávt; (nukkua makeasti) uáđđiđ njálgásávt					(konkr. ja kuv.)
makeinen  	njäälgis  njálgá      	njäälgis	makeinen					njálgá		
makeus  	njä'lgisvuotâ  njä'lgisvuođâ      	njä'lgisvuotâ	makeus					njä'lgisvuođâ		
makeuttaa  	njá'lgásmittiđ  njá'lgásmitám      	njá'lgásmittiđ	makeuttaa					njá'lgásmitám		
makeutua  	njalgâšuđ  njalgâšuVá      	njalgâšuđ	makeutua					njalgâšuVá		
makkara  	märfi  määrfi;    (tehdä makkaroita) márfuđ máárfum  	märfi	makkara		(tehdä makkaroita) márfuđ máárfum			määrfi;		
makoilla  	viä'luttâllâđ  viä'luttâlâm;    (sinä se viihdyt sängyssä makoilemassa) tun kal tom seeŋgâ láláh  	viä'luttâllâđ	makoilla		(sinä se viihdyt sängyssä makoilemassa) tun kal tom seeŋgâ láláh			viä'luttâlâm;		
makoisa  	hekkâ-,    njäälgis njálgá # njä'lgis ~ njaalgâ, njäävhis njávkkás    	hekkâ-,	makoisa	njäälgis njálgá # njä'lgis ~ njaalgâ, njäävhis njávkkás						
maksa  	vuoivâs  vuoi'vâs      	vuoivâs	maksa					vuoi'vâs		
maksaa  	mäksiđ  máávsám;    (tulla maksetuksi) maksuđ máksoo  	mäksiđ	maksaa		(tulla maksetuksi) maksuđ máksoo			máávsám;		
maksattaa  	ma'vsâttiđ  maavsât,  mä'vsittiđ määvsit    	ma'vsâttiđ	maksattaa	mä'vsittiđ määvsit				maavsât,		
maksella  	ma'vsâččiđ  maavsâš      	ma'vsâččiđ	maksella					maavsâš		
